siblings,height07,height16,height33,gwage33,momed,daded,Ht16Noisy
,,,70.866142,2.7,,,
4,,70.078728,70.078743,8,9.5,9.5,70.427505
3,50.984219,68.110222,72.047241,8.6400003,9.5,9.5,68.265472
4,49.015743,68.897636,70.472443,24,13.5,13.5,71.790337
3,47.992119,64.960617,70.078743,6,9.5,9.5,64.665207
4,47.007847,64.566902,67.322838,3.891892,9.5,9.5,64.249054
3,49.999981,68.897636,70.866142,4.4897957,9.5,9.5,70.314178
3,,68.897636,70.866142,9.4594593,9.5,9.5,69.937195
7,47.992119,68.110222,68.897636,5.0263157,9.5,9.5,68.666008
5,49.015743,68.897636,70.078743,6,9.5,9.5,68.442543
2,52.992115,72.44091,73.228348,6.9268293,9.5,9.5,73.545624
4,47.992119,67.716507,70.866142,4.8717947,9.5,9.5,70.736549
,49.015743,,68.503937,12.4,,,
3,49.999981,,72.834648,17.435898,17,19,
9,,67.3228,67.716537,4.1346154,10.5,10.5,68.669533
4,49.999981,63.385815,68.503937,5.1282053,10.5,11.5,59.772457
,50.984219,72.047241,72.440948,5,8.5,9.5,73.874252
5,47.992119,67.3228,69.685036,4.9857144,10.5,10.5,67.424759
3,47.992119,66.929123,68.897636,7.6666665,9.5,9.5,68.745445
,,66.929123,67.716537,6.7073169,9.5,9.5,62.767513
2,47.992119,65.354324,68.503937,5.6896553,9.5,9.5,69.34037
5,44.999985,66.141708,68.110237,2.183908,10.5,9.5,69.554344
3,50.984219,68.503929,71.653542,8.6400003,12.5,11.5,66.373116
4,49.999981,67.3228,68.110237,7.1794872,11.5,9.5,68.889793
7,47.992119,,72.440948,4.1666665,,,
3,47.007847,66.141708,68.897636,7.7574997,10.5,11.5,65.850906
3,52.007839,72.44091,73.622047,5.6756759,9.5,9.5,68.418564
5,50.984219,,72.047241,4.3461537,9.5,8.5,
3,47.992119,64.173195,70.078743,7.1999998,9.5,9.5,62.370728
5,47.007847,,68.897636,5.8461537,9.5,9.5,
3,47.992119,,70.078743,5.98,9.5,9.5,
3,47.992119,,70.866142,7,,,
4,50.984219,65.354324,67.322838,8.6206894,9.5,9.5,64.324348
7,52.992115,68.897636,70.866142,4.7368422,9.5,9.5,65.040955
,50.984219,68.110222,70.472443,6.6666665,,9.5,67.481201
2,50.984219,,70.472443,5.2926831,,,
,54.015739,,74.409447,5.1282053,,,
3,45.984222,72.047241,73.622047,9,9.5,9.5,67.825523
,47.007847,63.385815,67.322838,7.3170733,,,64.353241
5,52.992115,,68.897636,6.4864864,9.5,9.5,
,47.007847,61.023594,67.322838,10.27027,9.5,9.5,63.07037
,47.992119,64.960617,66.929131,3.6153846,9.5,9.5,66.286736
2,54.015739,70.472443,74.015747,10,9.5,9.5,68.928726
,,69.68502,72.440948,7.5789475,9.5,11.5,68.525185
3,,67.716507,68.503937,10.316667,11.5,15,71.321053
,52.992115,70.472443,72.440948,5.5768418,12.5,11.5,70.456062
,54.999973,72.047241,75.984253,9.2105265,9.5,9.5,75.97654
,50.984219,,70.866142,6.9473686,,,
4,,71.653534,72.440948,6,11.5,11.5,71.05555
5,52.007839,69.291313,70.078743,7,10.5,10.5,66.877327
,49.999981,67.3228,69.291336,5.4545455,9.5,9.5,66.545319
,50.984219,62.992104,64.960632,3.75,9.5,11.5,67.9244
,52.007839,68.897636,70.078743,4.6428571,,,70.984497
,52.007839,66.141708,68.110237,6.4926314,,,64.301132
3,49.015743,61.417301,67.716537,10,9.5,9.5,64.012283
4,52.007839,66.141708,73.228348,8.9189186,12.5,9.5,69.348953
,49.999981,,68.897636,6.6666665,,,
3,,61.811012,70.472443,14.88,,,63.897114
3,52.992115,66.929123,75.984253,4.3333335,9.5,9.5,62.248795
3,44.999985,,68.503937,11,12.5,12.5,
3,,,70.472443,8.8461542,,,
4,49.015743,66.929123,68.897636,5.7600002,10.5,10.5,70.215271
,47.007847,,66.141731,12.361111,,,
3,49.999981,72.047241,74.409447,10,10.5,9.5,72.171402
4,44.999985,64.566902,66.141731,5.2363634,10.5,9.5,64.071983
,,67.3228,68.503937,14.666667,10.5,19,71.987083
3,49.015743,66.929123,69.291336,6.4864864,10.5,9.5,64.70726
,49.015743,67.3228,69.685036,6.4000001,17,19,67.528381
5,50.984219,68.110222,70.078743,11.428572,11.5,19,70.409904
4,,68.897636,70.078743,7.75,9.5,9.5,66.265007
,49.015743,,66.929131,5.6410255,,,
6,52.007839,67.716507,70.472443,6,9.5,9.5,63.557049
5,47.992119,62.598392,67.716537,7.257143,11.5,9.5,60.119076
4,50.984219,70.078728,74.015747,6.9166665,9.5,9.5,72.643181
5,52.007839,69.68502,73.228348,3.025641,10.5,9.5,72.617035
2,47.992119,66.141708,66.929131,4.9000001,9.5,9.5,68.457031
5,47.007847,,72.047241,5.1668,,,
3,47.992119,,70.866142,6.4000001,9.5,9.5,
3,47.992119,66.141708,68.110237,8.2972975,10.5,11.5,64.709373
7,47.992119,,70.866142,8.8000002,,,
3,49.999981,72.834625,73.228348,9.1428576,10.5,9.5,75.302094
4,47.007847,66.929123,70.078743,8.25,9.5,10.5,64.543396
,49.015743,69.68502,72.834648,5.1282053,,,73.440903
2,49.015743,70.866112,71.653542,8.1632433,,,69.827888
4,47.007847,,64.173225,5.8333335,,,
4,50.984219,67.716507,70.078743,13.333333,10.5,9.5,66.615906
8,49.999981,,70.078743,8.75,9.5,9.5,
5,50.984219,66.141708,68.897636,6.3000002,11.5,10.5,65.069389
4,50.984219,66.535416,68.897636,7.8000002,9.5,9.5,64.115036
7,49.015743,,67.716537,7.3010526,,,
,,68.110222,68.503937,9.1836739,9.5,9.5,72.100121
5,54.015739,68.897636,70.866142,8.3999996,10.5,9.5,65.665634
5,49.999981,66.141708,66.929131,8.3999996,9.5,9.5,66.9468
,49.999981,,70.078743,6.96,9.5,9.5,
4,47.992119,66.141708,67.322838,8.333333,9.5,9.5,63.290863
3,50.984219,68.110222,71.259842,4,9.5,9.5,63.769299
6,,66.929123,68.503937,5.4054055,9.5,9.5,64.27507
3,,66.141708,70.472443,12,12.5,9.5,62.438442
3,50.984219,66.929123,68.897636,9.4594593,9.5,9.5,66.332603
4,52.992115,,72.440948,7.1052632,,,
3,52.992115,,70.866142,4.1999998,,,
3,47.992119,,71.653542,4.5,,,
,47.992119,,66.929131,4.2307692,9.5,9.5,
4,52.007839,68.897636,69.291336,6.25,9.5,9.5,73.153191
4,,,66.929131,3.75,,,
3,49.015743,69.68502,70.472443,14.797714,9.5,10.5,68.965439
3,,64.566902,66.929131,4.625,9.5,9.5,63.971272
4,50.984219,68.897636,73.622047,6.7111111,9.5,11.5,66.955193
4,52.992115,70.472443,74.015747,5.6410255,10.5,11.5,65.811119
6,,64.566902,68.110237,5.7692308,10.5,6,68.155296
4,45.984222,,67.716537,9.7297297,9.5,9.5,
5,,66.141708,67.322838,6.0631576,10.5,10.5,61.667702
2,50.984219,,71.259842,30,,,
5,49.999981,66.141708,67.716537,7.4468083,9.5,9.5,64.750038
3,50.984219,68.897636,70.078743,8.6057148,10.5,13.5,69.19429
,,68.897636,68.897636,3.7777777,10.5,10.5,64.619438
3,49.999981,,69.291336,8,10.5,9.5,
,47.007847,66.141708,67.716537,5.909091,,,69.906212
4,47.992119,68.110222,70.078743,7.0434785,10.5,9.5,66.67984
3,49.999981,66.141708,69.685036,5.6999998,9.5,9.5,65.30323
5,47.992119,67.716507,71.653542,3.8399999,9.5,9.5,70.192909
4,50.984219,68.503929,72.440948,7.4769235,9.5,9.5,70.693474
5,52.007839,68.110222,70.472443,4.7948718,9.5,9.5,70.893356
6,,67.3228,70.472443,8.0526314,10.5,10.5,69.68351
3,,,68.897636,4.53125,,,
3,,67.3228,67.716537,4.9283338,9.5,9.5,62.388515
3,47.992119,,66.141731,4.875,,,
3,49.015743,70.078728,70.472443,9.666667,13.5,12.5,68.348122
3,57.007874,75.98423,78.346458,7.4000001,9.5,9.5,80.656464
3,49.999981,70.078728,70.866142,12.355556,9.5,9.5,70.643875
3,52.007839,,68.897636,11,,,
5,49.999981,66.141708,68.110237,5.7142859,9.5,13.5,69.563431
5,49.999981,69.291313,72.834648,9.375,10.5,9.5,73.545319
4,49.015743,68.503929,68.897636,6.3157897,9.5,9.5,67.612427
6,52.007839,,71.259842,7.8947368,,,
,47.007847,,70.078743,3.4000001,,,
4,,,69.685036,4.8333335,9.5,9.5,
6,44.999985,,69.291336,5.5,10.5,9.5,
4,44.015713,,67.322838,4.9263158,,,
6,45.984222,62.20472,68.110237,6.6666665,11.5,10.5,57.965717
3,47.992119,,64.960632,8,,,
3,52.007839,70.078728,71.259842,10.588235,10.5,10.5,67.096779
,,,68.110237,6.5945945,,,
3,49.015743,,70.866142,11.5,11.5,9.5,
3,,68.897636,70.866142,15.2,,,70.957237
4,47.007847,,68.503937,10.5,9.5,9.5,
6,50.984219,70.078728,71.259842,3.8636363,11.5,8.5,67.603821
2,49.015743,66.535416,68.897636,9.7297297,,,66.869469
4,49.015743,68.897636,71.259842,4.2545457,9.5,9.5,65.542549
3,49.999981,,68.897636,5.5,9.5,9.5,
5,47.007847,,67.716537,8.5714283,10.5,10.5,
3,49.015743,62.992104,67.322838,2.4742267,9.5,9.5,67.625145
6,50.984219,,72.047241,5.25,,,
5,,68.503929,71.259842,11.315789,,9.5,72.230476
5,49.015743,67.3228,70.078743,5.75,,,72.239365
,45.984222,64.173195,66.929131,9,13.5,19,60.006596
5,,,69.291336,6.1052632,,,
4,47.992119,66.141708,71.259842,5,9.5,9.5,66.332909
,47.992119,68.503929,70.866142,7.8958335,10.5,10.5,72.111816
4,47.992119,66.535416,72.440948,4.3265305,11.5,9.5,62.913567
3,49.999981,71.259819,73.622047,10.5,10.5,10.5,74.477859
4,49.999981,67.3228,69.685036,13.090909,9.5,11.5,63.85265
3,52.007839,70.472443,70.866142,8.5019999,9.5,9.5,73.298561
4,47.992119,62.992104,71.653542,2.1381817,10.5,9.5,66.018776
,52.007839,72.834625,73.622047,4.375,12.5,9.5,73.7108
5,49.999981,66.929123,70.472443,61.276596,10.5,9.5,69.866257
4,,67.3228,72.047241,12.444445,17,17,63.803246
3,49.999981,66.929123,67.716537,15.777778,9.5,9.5,68.438927
2,52.007839,72.047241,76.377953,12.3375,9.5,11.5,70.49926
4,47.992119,68.110222,70.472443,8.625,10.5,9.5,66.40403
2,49.999981,66.929123,67.322838,7.8378377,9.5,9.5,68.479034
3,50.984219,68.110222,70.866142,4.6857142,9.5,9.5,72.307777
3,49.999981,68.897636,71.653542,6.7567568,10.5,11.5,65.917488
5,47.992119,66.141708,67.716537,4.5897436,9.5,9.5,63.000565
4,52.007839,67.3228,68.897636,7.9800005,10.5,9.5,64.390961
3,,66.929123,69.685036,117.33334,11.5,11.5,69.689583
3,45.984222,65.354324,67.716537,4.7619047,9.5,9.5,67.287506
,49.015743,,70.472443,5.75,10.5,10.5,
7,47.992119,68.110222,70.078743,5.875,10.5,9.5,65.976089
6,42.992088,72.44091,73.622047,8.5294113,11.5,,75.388329
4,50.984219,73.62204,74.015747,7.1794872,10.5,9.5,78.402985
5,49.999981,68.897636,71.259842,8.5,9.5,9.5,70.61467
6,47.007847,66.929123,68.110237,6.2399998,12.5,9.5,69.697433
6,49.999981,70.866112,70.866142,8.2434149,11.5,9.5,71.148079
,47.992119,,68.897636,8.0555553,10.5,9.5,
7,49.015743,,72.834648,7.1428571,,,
4,47.007847,64.173195,67.322838,13.333333,9.5,10.5,67.250816
3,49.999981,70.472443,72.440948,4.7619047,10.5,11.5,72.439842
6,47.007847,,68.503937,1.15,,,
9,47.992119,,70.078743,10,,,
3,47.992119,66.535416,68.897636,5.478857,9.5,9.5,68.959023
5,49.999981,69.68502,70.078743,10.8,10.5,10.5,70.931892
,49.015743,,74.015747,7.0270271,,,
3,49.015743,68.897636,70.078743,6.7163634,9.5,10.5,70.171967
3,49.015743,69.68502,70.866142,5.8514285,10.5,9.5,71.487823
4,45.984222,57.873989,65.748032,7.0511999,10.5,11.5,56.337624
4,49.015743,,70.078743,5.7142859,,,
3,45.984222,61.811012,68.897636,8.4210529,10.5,9.5,64.705734
6,49.015743,71.653534,72.834648,3.8666666,9.5,9.5,76.589615
3,49.015743,,68.503937,12.432432,,,
,,65.747993,66.929131,3.974359,10.5,9.5,67.32132
3,47.007847,61.023594,67.716537,8.727273,11.5,13.5,60.861073
,45.984222,66.141708,67.322838,5.8333335,,,63.301765
3,50.984219,68.897636,75.196854,7.8461537,10.5,9.5,65.272522
5,47.992119,,68.110237,8.333333,9.5,9.5,
,49.015743,65.354324,66.929131,9,9.5,9.5,69.258667
7,44.999985,61.023594,63.779526,6.9565215,10.5,9.5,58.421085
,47.992119,,74.409447,5.3333335,9.5,9.5,
,52.992115,70.866112,73.228348,7.5,10.5,9.5,73.752754
3,47.007847,66.141708,68.503937,106.66666,9.5,9.5,61.589184
6,44.999985,,64.566933,5.319149,9.5,9.5,
,47.992119,,68.110237,6.0784316,9.5,9.5,
,45.984222,,64.960632,5,10.5,10.5,
2,,,70.078743,8.5714283,10.5,9.5,
,50.984219,67.716507,68.503937,5.7142859,10.5,9.5,72.189415
4,,62.598392,67.716537,5.8974357,13.5,13.5,67.185684
,45.984222,,68.110237,5.5,,,
6,49.015743,64.960617,70.078743,5.090909,10.5,10.5,68.261238
2,49.015743,70.472443,71.259842,9.375,15,17,75.032356
7,,66.929123,70.078743,11.891891,9.5,8.5,68.006172
,,,68.897636,5.1063828,,,
,49.999981,,72.047241,12.378378,9.5,11.5,
2,49.015743,66.141708,70.472443,8.8095236,,,70.541199
4,49.999981,,68.503937,5.7777777,10.5,12.5,
,47.992119,64.566902,66.141731,8.0555553,,,62.471592
4,47.007847,,70.078743,5.5999999,9.5,8.5,
2,47.992119,,68.503937,8,,,
6,,,74.015747,7.6199999,9.5,9.5,
4,47.992119,,70.078743,8.0769234,,,
5,45.984222,62.20472,66.929131,2.8205128,9.5,9.5,65.266075
3,47.007847,66.141708,67.322838,4.1999998,9.5,9.5,61.616016
4,49.015743,65.354324,69.291336,6.6666665,,,61.184776
2,,69.291313,70.472443,5.0769229,,,72.124947
4,45.984222,64.566902,66.141731,5.2325583,9.5,9.5,62.345078
5,47.007847,,68.110237,8.75,9.5,9.5,
3,49.999981,,72.834648,10,12.5,9.5,
3,52.007839,72.047241,72.047241,5.15625,10.5,9.5,73.463409
3,52.992115,71.259819,74.015747,15.263158,9.5,9.5,66.778183
4,47.992119,66.535416,67.322838,5.8690906,9.5,9.5,67.908882
4,50.984219,,72.834648,6.4000001,,,
3,,64.173195,64.960632,8.1000004,9.5,9.5,61.127823
,49.999981,69.291313,72.834648,6.4285712,,,74.104317
3,47.992119,,67.716537,3.3499999,,,
4,49.999981,70.866112,72.047241,12.162162,9.5,9.5,70.703674
,,66.535416,72.047241,8.5,10.5,17,70.394135
4,52.007839,66.141708,68.110237,5.8666668,9.5,9.5,62.019627
,,64.960617,67.322838,64.102562,9.5,9.5,68.642632
3,47.992119,,71.653542,10.256411,,,
6,49.999981,68.503929,70.866142,11,11.5,11.5,69.621048
3,44.999985,63.385815,69.291336,6.3829789,10.5,10.5,58.500099
4,47.007847,,68.897636,6.6666665,9.5,10.5,
3,49.999981,67.3228,70.078743,8.8888893,9.5,9.5,70.904427
4,,69.68502,71.653542,17.280001,11.5,12.5,70.026985
4,47.992119,,67.322838,5.2999997,,,
,54.015739,69.68502,71.259842,11.675675,9.5,9.5,71.11657
2,52.007839,69.68502,72.047241,6.2526317,10.5,10.5,66.699623
3,49.999981,67.3228,70.866142,9.7297297,9.5,9.5,71.530563
3,49.999981,,68.897636,9.2307692,,,
5,45.984222,64.173195,67.716537,12,10.5,10.5,62.066971
3,49.015743,66.929123,72.047241,9.5,9.5,9.5,71.776283
4,50.984219,,71.259842,5.5999999,10.5,13.5,
5,47.007847,,69.685036,11.636757,,,
6,47.007847,,66.535431,3,,,
3,49.015743,66.141708,68.110237,7,10.5,11.5,68.380165
4,47.992119,67.716507,68.897636,17.777779,11.5,11.5,69.118958
6,47.992119,66.535416,67.322838,8,,,68.591507
,50.984219,,72.834648,8.6486483,,,
3,49.015743,67.3228,70.078743,12.5,10.5,11.5,62.367455
3,52.007839,68.110222,68.503937,7.8222222,15,15,70.871468
3,49.015743,66.929123,70.472443,6.4864864,9.5,9.5,62.25024
2,47.007847,64.566902,65.354332,12.5,11.5,9.5,63.279472
3,50.984219,,73.622047,5.0307693,,,
,,,72.834648,8.8285713,12.5,11.5,
6,47.992119,,68.503937,5.2727275,,,
5,47.992119,65.747993,68.110237,6.9444447,9.5,9.5,68.240395
2,49.999981,,70.472443,5.8974357,,,
3,52.007839,74.409424,74.803146,6.875,10.5,9.5,72.937912
6,49.999981,68.897636,69.685036,4.6153846,9.5,9.5,71.558662
4,47.992119,68.503929,70.078743,7.5714288,10.5,10.5,68.926483
5,49.015743,69.291313,72.440948,7.4832001,,,68.513809
2,49.015743,,70.078743,5.978261,,,
4,,67.716507,69.291336,7.647059,8.5,9.5,70.576302
4,47.992119,,69.291336,5.4545455,,,
6,45.984222,67.716507,69.291336,11.25,9.5,9.5,70.318459
3,52.992115,75.590515,75.590553,5.5555553,10.5,10.5,76.66642
3,49.999981,70.866112,71.259842,8.086957,10.5,9.5,69.919876
5,47.992119,,68.110237,9.0666666,15,17,
7,45.984222,,68.110237,8.7567568,,,
3,44.999985,64.960617,67.716537,5.46875,13.5,9.5,62.810699
,49.015743,,71.653542,5.4054055,,,
3,50.984219,71.653534,73.228348,7.1111112,10.5,9.5,76.206261
3,45.984222,64.173195,65.748032,54.339622,9.5,9.5,68.971054
2,49.015743,68.897636,69.291336,4.6153846,10.5,9.5,64.702652
4,50.984219,70.078728,71.653542,6.7636366,8.5,10.5,69.331795
4,50.984219,71.259819,72.834648,8.5333338,11.5,10.5,76.043816
4,,,70.866142,6.25,,,
3,42.007851,,63.385826,5.8928571,,,
3,52.992115,70.472443,72.834648,9.3999996,11.5,9.5,74.064651
4,47.007847,,70.078743,11.184211,10.5,9.5,
4,47.007847,65.354324,70.078743,6.25,10.5,10.5,69.697838
3,47.992119,69.68502,70.472443,3.3333333,9.5,9.5,67.552925
4,50.984219,70.472443,76.771652,9.8000002,11.5,11.5,69.940765
6,49.015743,68.897636,71.653542,8.9743586,11.5,11.5,65.981232
2,49.999981,,70.472443,3.5102041,9.5,11.5,
4,49.015743,68.110222,69.291336,6.4000001,9.5,9.5,65.915077
5,50.984219,,70.472443,11.403244,11.5,10.5,
3,47.992119,67.3228,70.078743,11.2,10.5,10.5,64.136536
,,64.960617,64.960632,9.6000004,10.5,10.5,69.916534
4,49.015743,70.472443,73.622047,2.6190476,13.5,11.5,67.358742
4,49.015743,,70.472443,7.6410255,,,
6,47.007847,,68.110237,11.200001,,,
5,54.015739,74.015717,75.984253,6.8000002,10.5,11.5,69.226082
3,49.999981,,72.047241,7.6738462,9.5,9.5,
3,,66.141708,68.110237,8.7179489,10.5,10.5,67.552383
6,47.992119,67.3228,68.110237,5.625,,,70.317894
5,49.999981,,73.228348,13.6,8.5,9.5,
3,50.984219,64.173195,70.078743,12.4,10.5,9.5,65.66275
7,49.015743,,67.716537,5.3023257,10.5,10.5,
6,45.984222,,68.110237,5.5652175,10.5,10.5,
3,49.015743,,71.653542,9.7142859,,,
3,49.015743,,62.204723,7.2666669,,,
,45.984222,,69.291336,8.9743586,,,
,49.015743,,69.685036,8.5028572,13.5,11.5,
2,44.999985,,68.897636,11.144444,,,
3,47.007847,64.566902,68.897636,9,9.5,9.5,67.01503
2,44.015713,,68.897636,5.7065215,10.5,10.5,
4,49.015743,,68.110237,10.2,10.5,10.5,
,50.984219,70.866112,72.834648,5.4761906,9.5,9.5,69.678459
,47.007847,,70.866142,5.609756,15,9.5,
4,47.992119,68.897636,69.685036,14.358974,,,70.664597
3,50.984219,,73.228348,10.526316,12.5,12.5,
,,,68.897636,8.6999998,9.5,11.5,
2,47.992119,66.929123,70.078743,9.3915787,9.5,9.5,62.609852
3,45.984222,,63.779526,5.909091,,,
4,47.007847,,67.716537,7.4659457,,,
3,49.015743,,71.259842,8.3783779,10.5,10.5,
,47.992119,,70.866142,7.5555553,11.5,19,
3,47.992119,66.929123,69.685036,3,10.5,,70.651367
12,39.999992,59.842499,64.566933,8.2142859,9.5,9.5,62.372105
6,47.992119,67.716507,68.897636,5.3333335,6,9.5,67.460861
9,44.999985,64.960617,71.259842,7.2916665,9.5,9.5,69.942986
4,49.015743,66.141708,67.716537,4.6646152,12.5,,67.181503
,47.992119,,67.716537,5.847826,9.5,9.5,
3,49.999981,69.291313,70.472443,7.6315789,11.5,9.5,69.619331
4,50.984219,70.866112,71.653542,10.27027,11.5,13.5,72.533333
3,49.015743,,69.685036,12,10.5,10.5,
2,49.015743,,69.685036,6.1538463,10.5,10.5,
,,67.3228,69.291336,9,9.5,9.5,66.512794
3,,62.20472,63.779526,4.7485714,10.5,9.5,61.614342
5,44.015713,,68.110237,4.0816326,10.5,10.5,
10,44.999985,,69.291336,4.7272725,,,
4,47.992119,,70.078743,5.8333335,,,
,52.007839,,75.984253,9.5,9.5,10.5,
,49.015743,,71.653542,5.5384617,11.5,9.5,
,,,69.685036,4.2191782,,,
2,49.015743,69.68502,71.259842,9.4594593,9.5,9.5,72.006271
,44.999985,62.992104,64.566933,4.8000002,,,63.976402
4,49.015743,66.929123,73.228348,5.5555553,10.5,9.5,65.630096
6,44.999985,64.173195,68.897636,5.1315789,10.5,10.5,60.259815
3,,,70.472443,7.5,,,
4,45.984222,64.173195,67.716537,6.6666665,11.5,9.5,68.752464
4,49.015743,70.866112,74.409447,4.8571429,10.5,10.5,67.917984
3,47.007847,62.598392,68.897636,10,11.5,9.5,59.646923
3,50.984219,74.015717,76.377953,11.631579,11.5,11.5,76.974022
3,49.015743,66.535416,67.322838,3.1052632,9.5,9.5,62.004738
5,49.999981,,75.984253,14.444445,15,13.5,
3,47.992119,,68.897636,4,9.5,9.5,
4,49.015743,,70.472443,5.1282053,11.5,9.5,
4,44.999985,,65.748032,6.6666665,10.5,9.5,
3,49.999981,,68.897636,6.4516129,9.5,11.5,
5,44.999985,,65.748032,4.6666665,9.5,11.5,
3,49.015743,67.716507,68.897636,4.7368422,11.5,9.5,71.862488
7,45.984222,,65.748032,5.25,9.5,9.5,
3,47.992119,68.503929,69.291336,4.1666665,10.5,9.5,65.336266
,49.999981,,73.228348,11.702127,,,
3,49.015743,,70.472443,10.971429,10.5,9.5,
6,47.007847,67.3228,70.472443,6,10.5,9.5,67.266266
3,49.999981,66.535416,66.535431,8.5,,,69.976181
6,47.007847,,68.503937,9.1836739,,,
3,49.015743,64.960617,68.110237,7.3076925,8.5,,60.967186
3,47.007847,62.992104,68.897636,16.216217,9.5,13.5,63.971237
3,52.007839,72.44091,73.622047,4.1142859,17,19,74.097107
5,44.999985,,66.929131,7.2972975,,,
3,47.992119,66.929123,67.716537,7.6215787,9.5,10.5,62.950672
,,,68.897636,3.9749999,,,
5,50.984219,73.62204,75.984253,18.90909,19,19,73.539955
5,47.007847,65.747993,66.929131,4.7619047,10.5,9.5,61.005825
4,52.007839,69.68502,71.259842,63.157894,10.5,9.5,70.513687
6,49.015743,,66.929131,6.4666667,,,
8,47.992119,,68.897636,11.2,10.5,9.5,
7,49.015743,64.566902,70.866142,7.826087,9.5,9.5,67.623329
1,45.984222,64.960617,67.322838,5.7272725,9.5,9.5,69.597206
3,47.007847,,70.866142,5,9.5,9.5,
6,,70.472443,73.228348,8.5714283,9.5,11.5,67.092651
3,47.007847,,68.897636,50,9.5,9.5,
2,47.992119,,70.472443,13.2,,,
,45.984222,,67.716537,6,9.5,9.5,
3,49.999981,68.897636,70.472443,8.8888893,10.5,12.5,70.922592
,52.007839,70.866112,72.440948,11.2,11.5,10.5,72.0839
4,,,66.535431,6.1666665,,,
4,,65.354324,68.110237,8.3999996,13.5,12.5,65.582077
4,50.984219,68.110222,69.685036,9.3818178,9.5,9.5,69.155212
3,50.984219,69.291313,70.472443,11,9.5,9.5,67.331078
4,45.984222,,66.141731,4.6511626,12.5,,
2,,70.866112,72.047241,15.131579,11.5,11.5,73.201866
3,47.992119,66.929123,68.503937,7.9487181,13.5,9.5,71.263519
3,49.015743,68.110222,69.685036,14.285714,11.5,12.5,65.364555
,47.992119,66.141708,67.322838,6.0540543,10.5,10.5,64.827103
3,,70.866112,71.259842,10.666667,11.5,15,72.367241
4,50.984219,67.3228,71.653542,3.5,,,70.283913
4,,65.747993,70.078743,9.0666666,11.5,9.5,61.573383
3,52.992115,72.834625,75.984253,11.4,17,19,71.944672
,,66.535416,70.866142,8.5,,,69.721451
3,49.999981,67.3228,69.291336,8.4324322,11.5,10.5,66.073235
3,49.999981,70.078728,71.259842,15,10.5,10.5,68.216003
2,47.992119,,68.110237,4.8717947,,,
3,50.984219,70.866112,74.015747,7.5,10.5,10.5,70.770027
,52.007839,72.44091,73.228348,5.4000001,10.5,17,70.859566
3,,73.62204,74.015747,8.333333,10.5,11.5,75.920395
2,47.992119,67.3228,68.503937,4.4444447,10.5,9.5,68.172974
1,,,66.535431,4.3636365,,,
3,,66.929123,69.685036,13.866667,11.5,9.5,67.04422
4,44.999985,,66.535431,5.3333335,,,
,47.992119,,70.078743,8.75,,,
2,47.007847,67.716507,68.110237,28.001999,,,71.495697
6,45.984222,,68.110237,5.2272725,,,
5,47.007847,64.960617,67.322838,4.390244,10.5,9.5,64.993851
3,49.999981,68.897636,70.078743,132.63158,11.5,9.5,64.923035
4,49.999981,67.716507,71.259842,7.5744681,9.5,11.5,67.725189
,49.999981,,70.472443,4,9.5,9.5,
2,,67.3228,67.716537,7.0702705,9.5,11.5,63.890057
2,50.984219,70.866112,72.047241,8.5405407,9.5,9.5,71.88443
4,49.015743,70.078728,70.866142,5.3333335,15,9.5,67.246651
3,44.999985,69.291313,71.259842,8,11.5,9.5,72.774879
3,44.999985,62.598392,66.141731,40,12.5,9.5,65.733231
3,49.015743,,68.503937,8.5526314,,,
4,44.999985,,66.929131,8.1081085,,,
5,47.992119,65.354324,67.716537,10.833333,10.5,10.5,68.145798
4,49.999981,,72.834648,2.9000001,,,
3,45.984222,,68.503937,6.9047618,11.5,10.5,
4,50.984219,,74.015747,9.4339619,,,
4,,67.716507,68.503937,7.7777777,10.5,9.5,63.469589
3,47.992119,62.992104,65.354332,7.0789475,9.5,9.5,65.23941
5,44.999985,64.960617,65.748032,14.054054,9.5,12.5,60.975655
3,45.984222,64.960617,67.716537,11.6,,,68.900024
4,45.984222,63.385815,66.141731,8,9.5,9.5,66.065773
5,47.007847,68.897636,69.685036,4.4444447,12.5,11.5,66.759155
3,49.999981,,72.047241,9.3789473,,,
4,49.015743,66.929123,68.897636,10.491429,10.5,9.5,66.466484
3,47.992119,67.716507,69.685036,5.4545455,,,63.44648
6,44.999985,62.20472,68.110237,4.5,10.5,11.5,57.861324
4,52.007839,72.44091,75.984253,10.5,10.5,11.5,77.427315
3,47.992119,67.716507,70.078743,8,9.5,9.5,63.084614
3,45.984222,,62.598427,9.6000004,13.5,11.5,
4,47.007847,68.503929,70.866142,8.5973339,11.5,9.5,65.849129
4,47.992119,,66.535431,15,,,
4,49.999981,69.68502,74.015747,102.08334,9.5,17,72.612846
,59.999969,70.472443,70.472443,14.4,11.5,12.5,70.141106
4,44.999985,63.385815,70.866142,4.5238094,9.5,,59.00174
,49.999981,,72.834648,12,11.5,10.5,
4,47.992119,67.3228,68.110237,4.8000002,10.5,9.5,71.547142
3,47.007847,,69.685036,3.75,10.5,9.5,
4,47.992119,,72.047241,6.1999998,9.5,9.5,
,47.007847,67.716507,68.503937,8.5106382,9.5,9.5,69.583839
8,45.984222,64.173195,66.535431,4.5999999,,,64.183617
3,49.015743,68.897636,70.472443,8.1714287,11.5,9.5,68.334435
